name,latitude,longitude,type,color,country
Alianza / Sporting San Miguelito / Tauro,9.033952,-79.470302,First tier,e41a1c,Panama
Árabe Unido,9.344049,-79.89584,First tier,e41a1c,Panama
Atlético Chiriquí,8.42044548,-82.44252205,First tier,e41a1c,Panama
Atlético Nacional,8.887424876,-79.77547288,First tier,e41a1c,Panama
CD Plaza Amador,9.035863863,-79.46943283,First tier,e41a1c,Panama
Chepo,8.987905,-79.534112,First tier,e41a1c,Panama
San Francisco FC / Chorrillo FC,8.987778,-79.534167,First tier,e41a1c,Panama
Club Cerro Porteño,-25.2998759033,-57.637399435,First tier,e41a1c,Paraguay
Club Guaraní / Club General Díaz,-25.3034647626,-57.6159256697,First tier,e41a1c,Paraguay
Club Libertad,-25.277772978,-57.6110064983,First tier,e41a1c,Paraguay
Club Nacional,-25.2983724306,-57.6399314404,First tier,e41a1c,Paraguay
Club Olimpia,-25.291630824,-57.6086032391,First tier,e41a1c,Paraguay
Club Rubio Ñú,-25.2575435991,-57.5751292706,First tier,e41a1c,Paraguay
Club Sol de América,-25.3672656531,-57.5848817825,First tier,e41a1c,Paraguay
Club Sportivo Luqueño,-25.272272085,-57.4930214882,First tier,e41a1c,Paraguay
Club Sportivo San Lorenzo,-25.342794602,-57.5007784367,First tier,e41a1c,Paraguay
Deportivo Capiatá,-25.3499333115,-57.4352681637,First tier,e41a1c,Paraguay
Deportivo Santaní,-24.6647146572,-56.4391440153,First tier,e41a1c,Paraguay
CA 3 de Febrero,-25.5270246564,-54.612210989,Second tier,377eb8,Paraguay
Club 12 de Octubre,-25.3958994099,-57.3406586051,Second tier,377eb8,Paraguay
Club Cristóbal Colón de Ñemby,-25.413154,-57.539452,Second tier,377eb8,Paraguay
Club Deportivo Caaguazú,-25.4655313269,-56.0137939453,Second tier,377eb8,Paraguay
Club Deportivo Liberación,-24.189874,-56.43934,Second tier,377eb8,Paraguay
Club Fernando de la Mora,-25.3156418431,-57.6118004322,Second tier,377eb8,Paraguay
Club River Plate,-25.3048711785,-57.598105073,Second tier,377eb8,Paraguay
Club Sport Colombia,-25.317848232,-57.5548195839,Second tier,377eb8,Paraguay
Club Sportivo Carapeguá,-25.7710834077,-57.2475081682,Second tier,377eb8,Paraguay
Club Sportivo Iteño,-25.5090592702,-57.355440259,Second tier,377eb8,Paraguay
Club Sportivo Trinidense,-25.259848075,-57.5839215517,Second tier,377eb8,Paraguay
General Caballero SC,-25.2355445701,-57.5577485561,Second tier,377eb8,Paraguay
Independiente FBC (Campo Grande),-25.2920867431,-57.6573818922,Second tier,377eb8,Paraguay
Liga Caacupeña de Deportes,-25.3958994099,-57.3406586051,Second tier,377eb8,Paraguay
Resistencia SC,-25.2796744632,-57.6255226135,Second tier,377eb8,Paraguay
Tacuary FC,-25.2362384689,-57.5685471296,Second tier,377eb8,Paraguay
Asociación Civil Real Atlético Garcilaso,-13.5253743991,-71.966484189,First tier,e41a1c,Peru
Ayacucho FC,-13.1516492908,-74.2198455334,First tier,e41a1c,Peru
CCyD Universidad Técnica de Cajamarca,-7.1618400946,-78.5110124946,First tier,e41a1c,Peru
CD León de Huánuco,-9.9404245379,-76.2529063225,First tier,e41a1c,Peru
CD Sport Huancayo,-12.0728116513,-75.2015179396,First tier,e41a1c,Peru
CD Unión Comercio,-6.031886857,-76.9641369581,First tier,e41a1c,Peru
CD Universidad César Vallejo,-8.1061693817,-79.0307039022,First tier,e41a1c,Peru
CD Universidad San Martín de Porres,-12.0379197582,-77.0451825857,First tier,e41a1c,Peru
Club Alianza Atlético Sullana,-5.1927304352,-80.6170159578,First tier,e41a1c,Peru
Club Alianza Lima,-12.0685258221,-77.0228987932,First tier,e41a1c,Peru
Club Centro Deportivo Municipal,-12.1721375945,-77.0276087523,First tier,e41a1c,Peru
Club Cienciano,-13.5253743991,-71.966484189,First tier,e41a1c,Peru
Club Deportivo Sport Loreto Pucallpa,-8.385895,-74.539693,First tier,e41a1c,Peru
Club Juan Aurich de Chiclayo,-6.7682294255,-79.8609012365,First tier,e41a1c,Peru
Club Sporting Cristal SAC,-12.0379197582,-77.0451825857,First tier,e41a1c,Peru
Club Universitario de Deportes,-12.0557361226,-76.9359201193,First tier,e41a1c,Peru
FBC Melgar,-16.4087519174,-71.5350401402,First tier,e41a1c,Peru
Cracovia,50.057968,19.920451,First tier,e41a1c,Poland
Górnik Łęczna,51.301625,22.876059,First tier,e41a1c,Poland
Górnik Zabrze,50.296292,18.768364,First tier,e41a1c,Poland
Jagiellonia Białystok,53.105895,23.149385,First tier,e41a1c,Poland
Korona Kielce,50.861495,20.624835,First tier,e41a1c,Poland
Lech Poznań,52.397513,16.858083,First tier,e41a1c,Poland
Lechia Gdańsk,54.389901,18.640445,First tier,e41a1c,Poland
Legia Warsaw,52.220418,21.040682,First tier,e41a1c,Poland
Piast Gliwice,50.306596,18.695683,First tier,e41a1c,Poland
Podbeskidzie Bielsko-Biała,49.81741,19.05427,First tier,e41a1c,Poland
Pogoń Szczecin,53.436493,14.518771,First tier,e41a1c,Poland
Ruch Chorzów,50.29882,18.944896,First tier,e41a1c,Poland
Śląsk Wrocław,51.14117,16.943789,First tier,e41a1c,Poland
Termalica Bruk-Bet Nieciecza,50.158327,20.849168,First tier,e41a1c,Poland
Wisła Kraków,50.063702,19.911799,First tier,e41a1c,Poland
Zagłębie Lubin,51.413946,16.198218,First tier,e41a1c,Poland
Arka Gdynia 1929,54.49313115,18.53122652,Second tier,377eb8,Poland
Bełchatów,51.36587268,19.38171744,Second tier,377eb8,Poland
Bytovia Bytów,54.17666567,17.48165131,Second tier,377eb8,Poland
Chojniczanka Chojnice,53.69731627,17.56306171,Second tier,377eb8,Poland
Chrobry Głogów,51.65593488,16.09702528,Second tier,377eb8,Poland
Dolcan Ząbki,52.2927325,21.12205803,Second tier,377eb8,Poland
Katowice,50.2796799,19.00061846,Second tier,377eb8,Poland
Kluczbork,50.96901184,18.22730626,Second tier,377eb8,Poland
Miedź Legnica,51.20362997,16.16985798,Second tier,377eb8,Poland
Olimpia Grudziądz,53.48796893,18.75952005,Second tier,377eb8,Poland
Pogoń Siedlce,52.1833001,22.28641033,Second tier,377eb8,Poland
Rozwój Katowice,50.23978776,18.98504019,Second tier,377eb8,Poland
Sandecja Nowy Sącz,49.6206573,20.70443809,Second tier,377eb8,Poland
Stomil Olsztyn,53.77320518,20.50917864,Second tier,377eb8,Poland
Wigry Suwałki,54.09437327,22.91569948,Second tier,377eb8,Poland
Wisła Płock,52.56200369,19.68398094,Second tier,377eb8,Poland
Zagłębie Sosnowiec,50.27727333,19.10366893,Second tier,377eb8,Poland
Zawisza Bydgoszcz,53.1456571,18.02027643,Second tier,377eb8,Poland
Académica,40.203258,-8.407665,First tier,e41a1c,Portugal
Arouca,40.932818,-8.250363,First tier,e41a1c,Portugal
Belenenses,38.70248,-9.207933,First tier,e41a1c,Portugal
Benfica,38.752682,-9.184742,First tier,e41a1c,Portugal
Boavista,41.16219,-8.642594,First tier,e41a1c,Portugal
Braga,41.562504,-8.429881,First tier,e41a1c,Portugal
Estoril,38.715835,-9.4064,First tier,e41a1c,Portugal
Marítimo,32.6455768834,-16.9282901287,First tier,e41a1c,Portugal
Moreirense,41.378109,-8.354557,First tier,e41a1c,Portugal
Nacional,32.67058,-16.88353,First tier,e41a1c,Portugal
Paços de Ferreira,41.271434,-8.385405,First tier,e41a1c,Portugal
Porto,41.161742,-8.583795,First tier,e41a1c,Portugal
Rio Ave,41.362741,-8.740113,First tier,e41a1c,Portugal
Sporting CP,38.761167,-9.160819,First tier,e41a1c,Portugal
Tondela,40.512052,-8.082795,First tier,e41a1c,Portugal
União da Madeira,32.72886,-16.773543,First tier,e41a1c,Portugal
Vitória de Guimarães,41.445899,-8.30097,First tier,e41a1c,Portugal
Vitória de Setúbal,38.531329,-8.891134,First tier,e41a1c,Portugal
Académico de Viseu,40.65952922,-7.900446653,Second tier,377eb8,Portugal
Atlético CP,38.70970048,-9.180868864,Second tier,377eb8,Portugal
Chaves,41.75056,-7.464952469,Second tier,377eb8,Portugal
Desportivo das Aves,41.36682897,-8.411852717,Second tier,377eb8,Portugal
Famalicão,41.40144304,-8.522391915,Second tier,377eb8,Portugal
Farense,37.02282648,-7.928507924,Second tier,377eb8,Portugal
Feirense,40.92667018,-8.545829058,Second tier,377eb8,Portugal
Freamunde,41.27641157,-8.339534998,Second tier,377eb8,Portugal
Gil Vicente,41.55112934,-8.623033762,Second tier,377eb8,Portugal
Leixões,41.18391473,-8.666794002,Second tier,377eb8,Portugal
Mafra,38.93627501,-9.332478046,Second tier,377eb8,Portugal
Olhanense,37.0291264,-7.8484869,Second tier,377eb8,Portugal
Oliveirense,40.84196742,-8.470351696,Second tier,377eb8,Portugal
Oriental,38.74356965,-9.109790325,Second tier,377eb8,Portugal
Penafiel,41.21174169,-8.277919292,Second tier,377eb8,Portugal
Portimonense,37.13570042,-8.539837003,Second tier,377eb8,Portugal
Santa Clara,37.76370502,-25.62257946,Second tier,377eb8,Portugal
Sporting da Covilhã,40.26481558,-7.497745156,Second tier,377eb8,Portugal
Varzim,41.38782903,-8.772572279,Second tier,377eb8,Portugal
ACS Poli Timișoara,45.7404949704,21.2441843748,First tier,e41a1c,Romania
Astra Giurgiu,44.9286187695,26.0043650866,First tier,e41a1c,Romania
Botoșani,47.748269432,26.6518449783,First tier,e41a1c,Romania
CFR Cluj,46.7796749168,23.5772180557,First tier,e41a1c,Romania
Concordia Chiajna,44.4628615497,25.9755581617,First tier,e41a1c,Romania
CS U Craiova,44.2946741862,23.807759285,First tier,e41a1c,Romania
CSMS Iași,47.1845501659,27.5613391399,First tier,e41a1c,Romania
Dinamo București,44.4550698086,26.1023944616,First tier,e41a1c,Romania
Pandurii Târgu Jiu,45.0435999992,23.2700943947,First tier,e41a1c,Romania
Petrolul Ploiești,44.940607612,26.0344433784,First tier,e41a1c,Romania
Steaua București,44.4128308276,26.0404193401,First tier,e41a1c,Romania
Târgu Mureș,46.5496969917,24.5458388329,First tier,e41a1c,Romania
Viitorul Constanța,44.236361,28.565619,First tier,e41a1c,Romania
Vitebsk,55.198333,30.229167,First tier,e41a1c,Romania
Voluntari,44.4550698086,26.1023944616,First tier,e41a1c,Romania
Amkar,57.990694,56.244636,First tier,e41a1c,Russia
Anzhi,42.907901,47.618587,First tier,e41a1c,Russia
CSKA / Dynamo Moscow,55.8853,37.4542,First tier,e41a1c,Russia
Krasnodar / Kuban,45.025278,38.999444,First tier,e41a1c,Russia
Krylia Sovetov,53.238333,50.271667,First tier,e41a1c,Russia
Lokomotiv,55.803611,37.741111,First tier,e41a1c,Russia
Mordovia,54.175837,45.192175,First tier,e41a1c,Russia
Rostov,47.243011,39.761053,First tier,e41a1c,Russia
Rubin,55.796944,49.098889,First tier,e41a1c,Russia
Spartak Moscow,55.817861,37.44025,First tier,e41a1c,Russia
Terek,43.323176,45.745252,First tier,e41a1c,Russia
Ufa,54.826111,56.061667,First tier,e41a1c,Russia
Ural,56.89464,60.581082,First tier,e41a1c,Russia
Zenit,59.951944,30.286389,First tier,e41a1c,Russia
Arsenal Tula,54.17424173,37.60302544,Second tier,377eb8,Russia
Baltika Kaliningrad,54.71713167,20.49043,Second tier,377eb8,Russia
Baykal Irkutsk,52.28905104,104.2511129,Second tier,377eb8,Russia
Fakel Voronezh,51.67279468,39.20398772,Second tier,377eb8,Russia
Gazovik Orenburg,51.78497327,55.22095442,Second tier,377eb8,Russia
KAMAZ Naberezhnye Chelny,55.73205195,52.41785824,Second tier,377eb8,Russia
Luch-Energiya Vladivostok,43.11920519,131.8788099,Second tier,377eb8,Russia
Shinnik Yaroslavl,57.62865425,39.86760378,Second tier,377eb8,Russia
Sibir Novosibirsk,55.03829662,82.92504072,Second tier,377eb8,Russia
SKA-Energiya Khabarovsk,48.47896335,135.046649,Second tier,377eb8,Russia
Sokol Saratov,51.55228281,46.00806534,Second tier,377eb8,Russia
Tom' Tomsk,56.47410068,84.95671749,Second tier,377eb8,Russia
Torpedo Armavir,44.9959509,41.11679435,Second tier,377eb8,Russia
Tosno,59.64714506,33.54314804,Second tier,377eb8,Russia
Tyumen,57.14988923,65.56733966,Second tier,377eb8,Russia
Volga Nizhny Novgorod,56.30945526,43.92917633,Second tier,377eb8,Russia
Volgar Astrakhan,46.38196901,48.05084109,Second tier,377eb8,Russia
Yenisey Krasnoyarsk,55.99839895,92.88468361,Second tier,377eb8,Russia
Al Ahli SC (Jeddah),21.5633468099,39.2188981175,First tier,e41a1c,Saudi Arabia
Al Fateh SC / Hajer Club / Al Faisaly FC,25.4296037049,49.5813900232,First tier,e41a1c,Saudi Arabia
Al Ittihad FC (Jeddah),21.4465978758,39.251704216,First tier,e41a1c,Saudi Arabia
Al Khaleej Club (Saihat),26.4742705266,50.0332510471,First tier,e41a1c,Saudi Arabia
Al Nassr FC / Al Shabab FC (Riyadh) / Al Hilal FC (Riyadh),24.788575471,46.8392121792,First tier,e41a1c,Saudi Arabia
Al Quadisiya Al Khubar,26.3699746009,50.2052879333,First tier,e41a1c,Saudi Arabia
Al Taawon FC / Al Raed Club,26.3789666917,43.9478445053,First tier,e41a1c,Saudi Arabia
Al Wahda FC (Mecca),21.4855129522,39.9738729,First tier,e41a1c,Saudi Arabia
Najran SC,17.5902657605,44.2446684837,First tier,e41a1c,Saudi Arabia
Aberdeen,57.159167,-2.088889,First tier,e41a1c,Scotland
Celtic,55.849711,-4.205589,First tier,e41a1c,Scotland
Dundee,56.474668,-2.973612,First tier,e41a1c,Scotland
Dundee United,56.474718,-2.969009,First tier,e41a1c,Scotland
Hamilton Academical,55.782183,-4.057988,First tier,e41a1c,Scotland
Heart of Midlothian,55.939008,-3.232458,First tier,e41a1c,Scotland
Inverness CT,57.495002,-4.217457,First tier,e41a1c,Scotland
Kilmarnock,55.604555,-4.508358,First tier,e41a1c,Scotland
Motherwell,55.780348,-3.980196,First tier,e41a1c,Scotland
Partick Thistle,55.881556,-4.269639,First tier,e41a1c,Scotland
Ross County,57.595947,-4.418914,First tier,e41a1c,Scotland
St. Johnstone,56.409686,-3.476928,First tier,e41a1c,Scotland
Borac Čačak,43.89787693,20.34142256,First tier,e41a1c,Serbia
Čukarički,44.77263507,20.42160988,First tier,e41a1c,Serbia
Jagodina,43.96876229,21.26839399,First tier,e41a1c,Serbia
Javor,43.57802811,20.23512125,First tier,e41a1c,Serbia
Metalac,44.03318454,20.44996619,First tier,e41a1c,Serbia
Mladost Lučani,43.85999869,20.13255358,First tier,e41a1c,Serbia
Novi Pazar,43.13423559,20.51606655,First tier,e41a1c,Serbia
OFK Beograd,44.81533629,20.4940027,First tier,e41a1c,Serbia
Partizan,44.78876071,20.45903206,First tier,e41a1c,Serbia
Rad,44.76513235,20.47207832,First tier,e41a1c,Serbia
Radnički Niš,43.31553003,21.90858364,First tier,e41a1c,Serbia
Radnik,42.69237223,22.1653676,First tier,e41a1c,Serbia
Red Star Belgrade,44.78319054,20.46490073,First tier,e41a1c,Serbia
Spartak Subotica,46.08175965,19.67695892,First tier,e41a1c,Serbia
Vojvodina,45.24685789,19.84224737,First tier,e41a1c,Serbia
Voždovac,44.7915513,20.49467862,First tier,e41a1c,Serbia
Celje,46.24647,15.269925,First tier,e41a1c,Slovenia
Domžale,46.136925,14.601718,First tier,e41a1c,Slovenia
Gorica,45.955833,13.641389,First tier,e41a1c,Slovenia
Koper,45.542222,13.730278,First tier,e41a1c,Slovenia
Krka,45.803333,15.158333,First tier,e41a1c,Slovenia
Krško,45.948908,15.488319,First tier,e41a1c,Slovenia
Maribor,46.562668,15.640471,First tier,e41a1c,Slovenia
Olimpija,46.080482,14.524168,First tier,e41a1c,Slovenia
Rudar,46.372834,15.104349,First tier,e41a1c,Slovenia
Zavrč,46.383426,16.048281,First tier,e41a1c,Slovenia
Ajax Cape Town,-33.90340498,18.41114938,First tier,e41a1c,South Africa
Bloemfontein Celtic,-29.1172997,26.20885134,First tier,e41a1c,South Africa
BV Wits,-26.18774288,28.02853703,First tier,e41a1c,South Africa
Chippa United,-33.93777913,25.59933007,First tier,e41a1c,South Africa
Free State Stars,-28.58074378,28.83211613,First tier,e41a1c,South Africa
Golden Arrows,-29.82898239,31.03035808,First tier,e41a1c,South Africa
Jomo Cosmos,-25.99902532,28.23022842,First tier,e41a1c,South Africa
Kaizer Chiefs,-26.2347784,27.98261225,First tier,e41a1c,South Africa
Mamelodi Sundowns,-25.75327551,28.2228899,First tier,e41a1c,South Africa
Maritzburg United,-29.61732714,30.38565695,First tier,e41a1c,South Africa
Mpumalanga Black Aces,-25.46170027,30.92967868,First tier,e41a1c,South Africa
Orlando Pirates,-26.23189608,27.92282581,First tier,e41a1c,South Africa
Platinum Stars,-25.57873697,27.16094971,First tier,e41a1c,South Africa
Polokwane City,-23.92480187,29.46876526,First tier,e41a1c,South Africa
SuperSport United,-25.77581273,28.0729866,First tier,e41a1c,South Africa
University of Pretoria,-25.75327551,28.2228899,First tier,e41a1c,South Africa
African Warriors,-28.58074378,28.83211613,Second tier,377eb8,South Africa
AmaZulu,-29.82898239,31.03035808,Second tier,377eb8,South Africa
Baroka,-23.92480187,29.46876526,Second tier,377eb8,South Africa
Black Leopards,-23.92480187,29.46876526,Second tier,377eb8,South Africa
Club de Regatas Vasco da Gama Cape Town,-33.895777,18.577572,Second tier,377eb8,South Africa
FC Cape Town,-33.89383188,18.58298779,Second tier,377eb8,South Africa
Highlands Park,-25.99902532,28.23022842,Second tier,377eb8,South Africa
Mbombela United,-25.4649017,31.18190825,Second tier,377eb8,South Africa
Milano United,-34.059218,18.494711,Second tier,377eb8,South Africa
Moroka Swallows,-26.22671831,27.86409616,Second tier,377eb8,South Africa
Mthatha Bucks,-31.59981,28.78696,Second tier,377eb8,South Africa
Royal Eagles,-25.34097168,31.135903,Second tier,377eb8,South Africa
Santos / Cape Town All Stars,-33.96186215,18.51731658,Second tier,377eb8,South Africa
Thanda Royal Zulu,-28.74354275,32.0563674,Second tier,377eb8,South Africa
Witbank Spurs,-25.88384007,29.21449184,Second tier,377eb8,South Africa
Busan I'Park,35.190057207,129.0582150221,First tier,e41a1c,South Korea
Daejeon Citizen FC,36.3652067953,127.3252129555,First tier,e41a1c,South Korea
FC Seoul,37.568222123,126.8973684311,First tier,e41a1c,South Korea
Gwangju FC,35.1336544668,126.8748754263,First tier,e41a1c,South Korea
Incheon United FC,37.4349862482,126.6907685995,First tier,e41a1c,South Korea
Jeju United FC,33.2461442199,126.5092206001,First tier,e41a1c,South Korea
Jeonbuk Hyundai Motors FC,35.8681300041,127.0644915104,First tier,e41a1c,South Korea
Jeonnam Dragons FC,34.9330719988,127.7275013924,First tier,e41a1c,South Korea
Pohang Steelers FC,35.997738424,129.384393096,First tier,e41a1c,South Korea
Seongnam FC,37.410131723,127.1214026213,First tier,e41a1c,South Korea
Suwon Samsung Bluewings FC,37.2864609679,127.036998868,First tier,e41a1c,South Korea
Ulsan Hyundai Horang-i,35.5352558297,129.2595416307,First tier,e41a1c,South Korea
Ansan Police FC,37.3193730072,126.8186241388,Second tier,377eb8,South Korea
Bucheon FC 1995,37.5025510209,126.799044013,Second tier,377eb8,South Korea
Chungju Hummel FC,36.9803493758,127.9365313053,Second tier,377eb8,South Korea
Daegu FC,35.8297875565,128.6900603771,Second tier,377eb8,South Korea
FC Anyang,37.4052995979,126.9464421272,Second tier,377eb8,South Korea
Gangwon FC,37.7736151164,128.8976204395,Second tier,377eb8,South Korea
Goyang Hi FC,37.6764075229,126.7431467772,Second tier,377eb8,South Korea
Gyeongnam FC,35.2236933897,128.7050592899,Second tier,377eb8,South Korea
Sangju Sangmu Phoenix FC,36.4323062678,128.1617242098,Second tier,377eb8,South Korea
Seoul E-Land FC,37.5157851792,127.0729082823,Second tier,377eb8,South Korea
Suwon City FC,37.2864609679,127.036998868,Second tier,377eb8,South Korea
Athletic Bilbao,43.263464,-2.948182,First tier,e41a1c,Spain
Atlético Madrid,40.401696,-3.720635,First tier,e41a1c,Spain
Barcelona,41.380868,2.122831,First tier,e41a1c,Spain
Celta de Vigo,42.211842,-8.739709,First tier,e41a1c,Spain
Deportivo La Coruña,43.368705,-8.417511,First tier,e41a1c,Spain
Eibar,43.181731,-2.475866,First tier,e41a1c,Spain
Espanyol,41.347849,2.075506,First tier,e41a1c,Spain
Getafe,40.325714,-3.714929,First tier,e41a1c,Spain
Granada,37.15291,-3.595758,First tier,e41a1c,Spain
Las Palmas,28.100364,-15.456746,First tier,e41a1c,Spain
Levante,39.494661,-0.363815,First tier,e41a1c,Spain
Málaga,36.734194,-4.426587,First tier,e41a1c,Spain
Rayo Vallecano,40.391842,-3.658592,First tier,e41a1c,Spain
Real Betis,37.356499,-5.981752,First tier,e41a1c,Spain
Real Madrid,40.453034,-3.688344,First tier,e41a1c,Spain
Real Sociedad,43.301368,-1.973626,First tier,e41a1c,Spain
Sevilla,37.384027,-5.970658,First tier,e41a1c,Spain
Sporting Gijón,43.536199,-5.637467,First tier,e41a1c,Spain
Valencia,39.474562,-0.358259,First tier,e41a1c,Spain
Villarreal,39.944117,-0.103432,First tier,e41a1c,Spain
Alavés,42.83707624,-2.688246667,Second tier,377eb8,Spain
Albacete,38.98114641,-1.852113605,Second tier,377eb8,Spain
Alcorcón,40.33884922,-3.840467334,Second tier,377eb8,Spain
Almería,36.84003886,-2.435456514,Second tier,377eb8,Spain
Córdoba,37.87223859,-4.764539301,Second tier,377eb8,Spain
Elche,38.26712921,-0.6632995605,Second tier,377eb8,Spain
Gimnàstic,41.12703938,1.272851676,Second tier,377eb8,Spain
Girona,41.96119541,2.828495353,Second tier,377eb8,Spain
Huesca,42.13189146,-0.4245990515,Second tier,377eb8,Spain
Leganés,40.3404725,-3.760687709,Second tier,377eb8,Spain
Llagostera,41.96119541,2.828495353,Second tier,377eb8,Spain
Lugo,43.00334468,-7.570899725,Second tier,377eb8,Spain
Mallorca,39.5899396,2.6300776,Second tier,377eb8,Spain
Mirandés,42.68082643,-2.935431004,Second tier,377eb8,Spain
Numancia,41.75460202,-2.467997074,Second tier,377eb8,Spain
Osasuna,42.79667699,-1.637141258,Second tier,377eb8,Spain
Oviedo,43.36076159,-5.870261192,Second tier,377eb8,Spain
Ponferradina,42.55741121,-6.599982977,Second tier,377eb8,Spain
Tenerife,28.4632822,-16.26051664,Second tier,377eb8,Spain
Valladolid,41.64458034,-4.761264324,Second tier,377eb8,Spain
Zaragoza,41.63646617,-0.9018284082,Second tier,377eb8,Spain
AIK,59.37265,18.000472,First tier,e41a1c,Sweden
Åtvidabergs FF,58.194716,15.995897,First tier,e41a1c,Sweden
BK Häcken,57.719167,11.930556,First tier,e41a1c,Sweden
Breiðablik,64.104107,-21.896753,First tier,e41a1c,Sweden
Djurgårdens IF / Hammarby IF,59.291131,18.084396,First tier,e41a1c,Sweden
Falkenbergs FF,56.897779,12.508301,First tier,e41a1c,Sweden
FH,64.075833,-21.938611,First tier,e41a1c,Sweden
Fjölnir,64.138441,-21.788263,First tier,e41a1c,Sweden
Fylkir,64.113333,-21.792778,First tier,e41a1c,Sweden
Gefle IF,60.691171,17.132417,First tier,e41a1c,Sweden
GIF Sundsvall,62.394117,17.301278,First tier,e41a1c,Sweden
Halmstads BK,56.684412,12.866807,First tier,e41a1c,Sweden
Helsingborgs IF,56.049956,12.706772,First tier,e41a1c,Sweden
IF Elfsborg,57.734436,12.934739,First tier,e41a1c,Sweden
IFK Göteborg,57.706252,11.980175,First tier,e41a1c,Sweden
IFK Norrköping,58.584306,16.173056,First tier,e41a1c,Sweden
Kalmar FF,56.691532,16.315009,First tier,e41a1c,Sweden
Malmö FF,55.583611,12.987778,First tier,e41a1c,Sweden
Örebro SK,59.266251,15.223356,First tier,e41a1c,Sweden
Ängelholms FF,56.2346836748,12.8568148613,Second tier,377eb8,Sweden
Assyriska Föreningen,59.1875603442,17.5704297423,Second tier,377eb8,Sweden
Athletic Football Club United,59.3594949816,17.9919040203,Second tier,377eb8,Sweden
Degerfors IF,59.2382349774,14.4431912899,Second tier,377eb8,Sweden
GAIS,57.7062108116,11.9799900055,Second tier,377eb8,Sweden
IF Brommapojkarna,59.3623354622,17.8517639637,Second tier,377eb8,Sweden
IFK Värnamo,57.1958950849,14.042801857,Second tier,377eb8,Sweden
IK Frej,59.4917250083,18.0734860897,Second tier,377eb8,Sweden
IK Sirius,59.8495735046,17.6453304291,Second tier,377eb8,Sweden
Jönköpings Södra IF,57.7833499564,14.1421186924,Second tier,377eb8,Sweden
Ljungskile SK,58.2168723746,11.9436943531,Second tier,377eb8,Sweden
Mjällby AIF,56.0119739759,14.7163259983,Second tier,377eb8,Sweden
Östersunds FK,63.1948603059,14.6558260918,Second tier,377eb8,Sweden
Syrianska FC,59.1875603442,17.5704297423,Second tier,377eb8,Sweden
Utsikten BK,57.6645467826,11.9092494249,Second tier,377eb8,Sweden
Varbergs BoIS FC,57.0983628508,12.2654628754,Second tier,377eb8,Sweden
Basel,47.541571,7.620086,First tier,e41a1c,Switzerland
Grasshopper / Zürich,47.382685,8.503818,First tier,e41a1c,Switzerland
Lugano,46.023756,8.961463,First tier,e41a1c,Switzerland
Luzern,47.032923,8.305135,First tier,e41a1c,Switzerland
Sion,46.233296,7.375946,First tier,e41a1c,Switzerland
St. Gallen,47.408338,9.305661,First tier,e41a1c,Switzerland
Thun,46.744581,7.6066,First tier,e41a1c,Switzerland
Vaduz,47.140513,9.510187,First tier,e41a1c,Switzerland
Young Boys,46.963094,7.464896,First tier,e41a1c,Switzerland
FC Aarau,47.3833721708,8.0597162247,Second tier,377eb8,Switzerland
FC Biel-Bienne,47.1452769376,7.2608041763,Second tier,377eb8,Switzerland
FC Chiasso,45.8340844644,9.0166425705,Second tier,377eb8,Switzerland
FC Lausanne Sport,46.5332183221,6.6243588924,Second tier,377eb8,Switzerland
FC Le Mont Lausanne,46.5564995335,6.6395670176,Second tier,377eb8,Switzerland
FC Schaffhausen,47.7036608866,8.6255121231,Second tier,377eb8,Switzerland
FC Wil 1900,47.4584468,9.03675913,Second tier,377eb8,Switzerland
FC Winterthur,47.5007535019,8.7174797058,Second tier,377eb8,Switzerland
FC Wohlen,47.3570467415,8.2640898228,Second tier,377eb8,Switzerland
Neuchâtel Xamax FCS,46.9951496356,6.9439280033,Second tier,377eb8,Switzerland
Army United FC,13.7826629956,100.5565041304,First tier,e41a1c,Thailand
Bangkok Glass FC,14.0006182628,100.6792151928,First tier,e41a1c,Thailand
Bangkok United FC,13.7665532526,100.5527597666,First tier,e41a1c,Thailand
BEC Tero Sasana FC,13.7455912111,100.5275148153,First tier,e41a1c,Thailand
Buriram United FC,14.9666662396,103.0960357189,First tier,e41a1c,Thailand
Chainat Hornbill FC,15.2191551945,100.1554226875,First tier,e41a1c,Thailand
Chiangrai United FC,19.9569017174,99.8746114969,First tier,e41a1c,Thailand
Chonburi FC,13.3646472885,100.9765970707,First tier,e41a1c,Thailand
Nakhon Ratchasima FC,14.9271309689,102.0495772362,First tier,e41a1c,Thailand
Osotspa M-150 Samut Prakan FC,14.5567932546,100.90498209,First tier,e41a1c,Thailand
Port MTI FC,13.7151791087,100.5596476793,First tier,e41a1c,Thailand
Ratchaburi FC,13.5317530459,99.813939929,First tier,e41a1c,Thailand
Saraburi FC,14.5567932546,100.90498209,First tier,e41a1c,Thailand
SCG Muang Thong United FC,13.9181814162,100.5473953485,First tier,e41a1c,Thailand
Siam Navy Club FC,12.6637350042,100.9357362986,First tier,e41a1c,Thailand
Sisaket FC,15.1011703179,104.3406128883,First tier,e41a1c,Thailand
Suphanburi FC,14.4740034677,100.0866132975,First tier,e41a1c,Thailand
TOT SC,13.8841464855,100.5769371986,First tier,e41a1c,Thailand
AS de La Marsa,36.87505915,10.31990647,First tier,e41a1c,Tunisia
